date,state,fips,cases,deaths
2020-01-25,California,06,1,0
2020-01-26,California,06,2,0
2020-01-27,California,06,2,0
2020-01-28,California,06,2,0
2020-01-29,California,06,2,0
2020-01-30,California,06,2,0
2020-01-31,California,06,3,0
2020-02-01,California,06,3,0
2020-02-02,California,06,6,0
2020-02-03,California,06,6,0
2020-02-04,California,06,6,0
2020-02-05,California,06,6,0
2020-02-06,California,06,6,0
2020-02-07,California,06,6,0
2020-02-08,California,06,6,0
2020-02-09,California,06,6,0
2020-02-10,California,06,7,0
2020-02-11,California,06,7,0
2020-02-12,California,06,7,0
2020-02-13,California,06,7,0
2020-02-14,California,06,7,0
2020-02-15,California,06,7,0
2020-02-16,California,06,7,0
2020-02-17,California,06,7,0
2020-02-18,California,06,7,0
2020-02-19,California,06,7,0
2020-02-20,California,06,8,0
2020-02-21,California,06,9,0
2020-02-22,California,06,9,0
2020-02-23,California,06,9,0
2020-02-24,California,06,11,0
2020-02-25,California,06,11,0
2020-02-26,California,06,26,0
2020-02-27,California,06,26,0
2020-02-28,California,06,27,0
2020-02-29,California,06,28,0
2020-03-01,California,06,33,0
2020-03-02,California,06,38,0
2020-03-03,California,06,45,0
2020-03-04,California,06,55,1
2020-03-05,California,06,67,1
2020-03-06,California,06,81,1
2020-03-07,California,06,100,1
2020-03-08,California,06,112,1
2020-03-09,California,06,172,2
2020-03-10,California,06,179,3
2020-03-11,California,06,202,4
2020-03-12,California,06,252,4
2020-03-13,California,06,320,5
2020-03-14,California,06,381,5
2020-03-15,California,06,478,6
2020-03-16,California,06,588,11
2020-03-17,California,06,732,14
2020-03-18,California,06,893,17
2020-03-19,California,06,1067,19
2020-03-20,California,06,1283,24
2020-03-21,California,06,1544,28
2020-03-22,California,06,1851,35
2020-03-23,California,06,2240,39
2020-03-24,California,06,2644,52
2020-03-25,California,06,3183,68
2020-03-26,California,06,4060,83
2020-03-27,California,06,4915,104
2020-03-28,California,06,5566,122
2020-03-29,California,06,6321,132
2020-03-30,California,06,7421,147
2020-03-31,California,06,8583,184
2020-04-01,California,06,9857,212
2020-04-02,California,06,11190,247
2020-04-03,California,06,12569,282
2020-04-04,California,06,13796,323
2020-04-05,California,06,15202,351
2020-04-06,California,06,16361,386
2020-04-07,California,06,17540,447
2020-04-08,California,06,19043,506
2020-04-09,California,06,20191,548
2020-04-10,California,06,21366,594
2020-04-11,California,06,22421,632
2020-04-12,California,06,23323,676
2020-04-13,California,06,24334,725
